"extensionAttribute9","Name","OperatingSystemVersion","OperatingSystem","lastlogondate","whencreated","enabled","distinguishedName"
,"1M70RV3","10.0 (22631)","Windows 11 Enterprise","29/12/2025 16:57:46","17/8/2023 15:04:28","False","CN=1M70RV3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"JLTYKN3","10.0 (22631)","Windows 11 Enterprise","20/10/2025 12:53:37","24/11/2022 11:41:20","True","CN=JLTYKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"G4HK9Y3","10.0 (22631)","Windows 11 Enterprise","7/1/2026 11:10:47","24/5/2024 10:06:07","True","CN=G4HK9Y3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"FS5CB24","10.0 (22631)","Windows 11 Enterprise","13/1/2026 16:00:43","3/6/2024 15:54:11","True","CN=FS5CB24,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"28QQKN3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 10:45:52","3/5/2024 9:51:57","True","CN=28QQKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"3YPYLD4","10.0 (26200)","Windows 11 Enterprise","12/1/2026 8:29:46","10/10/2025 9:21:32","True","CN=3YPYLD4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"84PK414","10.0 (22631)","Windows 11 Enterprise","15/1/2026 10:24:25","22/2/2024 9:02:08","True","CN=84PK414,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"33TBB24","10.0 (26100)","Windows 11 Enterprise","10/1/2026 11:18:39","15/4/2025 12:22:20","True","CN=33TBB24,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"GWCV2M3","10.0 (22631)","Windows 11 Enterprise","7/12/2025 13:29:59","29/3/2022 15:30:43","True","CN=GWCV2M3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"9S71ZC4","10.0 (26200)","Windows 11 Enterprise","13/1/2026 19:38:38","25/9/2025 12:17:10","True","CN=9S71ZC4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"5N3Y724","10.0 (26100)","Windows 11 Enterprise","18/12/2025 8:54:09","25/8/2025 15:22:53","True","CN=5N3Y724,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"5VSZKN3","10.0 (22631)","Windows 11 Enterprise","7/1/2026 16:46:01","5/12/2022 13:07:53","True","CN=5VSZKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"DCSGQF4","10.0 (26100)","Windows 11 Enterprise","12/1/2026 10:36:23","5/11/2025 11:53:22","True","CN=DCSGQF4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"HKL8JG4","10.0 (26100)","Windows 11 Enterprise","12/1/2026 8:11:23","11/12/2025 10:55:03","True","CN=HKL8JG4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"49ZYKN3","10.0 (22631)","Windows 11 Enterprise","15/1/2026 10:17:26","25/10/2022 12:15:06","True","CN=49ZYKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"56SM3T3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 9:50:36","10/1/2023 10:44:10","True","CN=56SM3T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"4QRKKN3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 10:12:18","25/6/2024 12:31:45","True","CN=4QRKKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"1XJZ9Y3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 8:34:04","29/4/2024 14:58:35","True","CN=1XJZ9Y3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"672B9Y3","10.0 (26100)","Windows 11 Enterprise","9/1/2026 14:27:46","6/5/2024 11:35:09","True","CN=672B9Y3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"22H1CY3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 13:49:48","2/11/2023 9:32:10","True","CN=22H1CY3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"43ZYKN3","10.0 (22631)","Windows 11 Enterprise","9/1/2026 7:56:35","8/12/2022 12:42:15","True","CN=43ZYKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"3KS2VF4","10.0 (26100)","Windows 11 Enterprise","7/1/2026 16:57:07","5/11/2025 11:53:56","True","CN=3KS2VF4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"DK7PMN3","10.0 (22631)","Windows 11 Enterprise","4/12/2025 9:39:50","13/6/2024 16:35:53","True","CN=DK7PMN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"704PBY3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:18:37","16/10/2023 9:57:55","True","CN=704PBY3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"BZJZ9Y3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 10:07:33","9/1/2024 11:00:21","True","CN=BZJZ9Y3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"DH40LN3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 10:03:26","30/6/2022 12:05:37","True","CN=DH40LN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"9DX0WB4","10.0 (26100)","Windows 11 Enterprise","12/1/2026 8:50:30","9/7/2025 10:12:24","True","CN=9DX0WB4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"3BQZ9Y3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 9:54:16","9/1/2024 11:00:24","True","CN=3BQZ9Y3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"3F6JSV3","10.0 (22631)","Windows 11 Enterprise","10/1/2026 9:11:45","8/11/2023 11:20:55","True","CN=3F6JSV3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"F7DLKN3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:31:31","7/11/2022 10:05:09","True","CN=F7DLKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"BC6LKN3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 17:48:34","20/6/2023 9:30:28","True","CN=BC6LKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"J8Z63T3","10.0 (22631)","Windows 11 Enterprise","5/1/2026 18:50:15","30/11/2022 12:19:01","True","CN=J8Z63T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"1SLQ8F4","10.0 (26100)","Windows 11 Enterprise","10/1/2026 22:14:52","31/10/2025 9:57:22","True","CN=1SLQ8F4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"1Q3Y724","10.0 (22631)","Windows 11 Enterprise","12/1/2026 9:49:47","20/6/2024 15:30:17","True","CN=1Q3Y724,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"36J5LN3","10.0 (22631)","Windows 11 Enterprise","24/11/2025 15:37:02","8/4/2022 11:54:52","True","CN=36J5LN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"94TBB24","10.0 (22631)","Windows 11 Enterprise","8/1/2026 8:54:09","4/7/2024 10:04:20","True","CN=94TBB24,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"GZPYLD4","10.0 (26200)","Windows 11 Enterprise","8/1/2026 10:21:05","10/10/2025 9:25:41","True","CN=GZPYLD4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"5V3CB24","10.0 (26100)","Windows 11 Enterprise","8/1/2026 9:22:20","5/7/2024 9:49:22","True","CN=5V3CB24,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"8M5JKN3","10.0 (26100)","Windows 11 Enterprise","29/10/2025 9:29:28","20/6/2023 9:27:47","False","CN=8M5JKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"1LJMHW3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:55:20","20/4/2023 11:16:09","True","CN=1LJMHW3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"F7QQKN3","10.0 (22631)","Windows 11 Enterprise","9/1/2026 8:44:08","19/7/2022 12:03:03","True","CN=F7QQKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"C1L9TV3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 9:03:43","15/8/2023 13:07:16","True","CN=C1L9TV3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"9TJZ9Y3","10.0 (26100)","Windows 11 Enterprise","12/1/2026 9:10:11","28/10/2025 14:45:03","True","CN=9TJZ9Y3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"6CX0WB4","10.0 (26100)","Windows 11 Enterprise","8/1/2026 12:52:03","25/9/2025 12:22:39","True","CN=6CX0WB4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"405TBC4","10.0 (26200)","Windows 11 Enterprise","8/1/2026 9:18:13","10/10/2025 9:27:39","True","CN=405TBC4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"JC9LTT3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 16:21:54","27/11/2023 16:33:57","True","CN=JC9LTT3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"6L40LN3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:31:12","20/6/2023 9:32:29","True","CN=6L40LN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"GHMW1T3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 9:56:32","30/11/2022 12:18:56","True","CN=GHMW1T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"G4N1CY3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 8:57:50","2/11/2023 9:36:16","True","CN=G4N1CY3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"D0PYKN3","10.0 (22631)","Windows 11 Enterprise","15/1/2026 8:34:05","19/7/2022 12:35:25","True","CN=D0PYKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"3YJZ9Y3","10.0 (22631)","Windows 11 Enterprise","29/12/2025 9:26:39","12/12/2024 9:44:07","False","CN=3YJZ9Y3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"1HRKKN3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 8:53:54","12/3/2024 9:39:59","True","CN=1HRKKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"GBKYKN3","10.0 (22631)","Windows 11 Enterprise","11/1/2026 12:23:06","22/6/2022 16:36:57","True","CN=GBKYKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"D5PCNN3","10.0 (22631)","Windows 11 Enterprise","13/1/2026 8:52:52","25/11/2024 11:20:22","True","CN=D5PCNN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"G7VYLN3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 8:53:46","28/8/2023 14:03:12","True","CN=G7VYLN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"1MBJSV3","10.0 (26100)","Windows 11 Enterprise","12/1/2026 9:45:37","28/12/2023 10:37:05","True","CN=1MBJSV3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"JTQ0DY3","10.0 (26100)","Windows 11 Enterprise","12/1/2026 8:02:29","30/6/2025 14:41:47","True","CN=JTQ0DY3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"8ZP1QV3","10.0 (26100)","Windows 11 Enterprise","8/1/2026 11:43:27","28/11/2025 12:29:12","True","CN=8ZP1QV3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"5KM9TV3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 13:26:01","12/3/2024 9:46:33","True","CN=5KM9TV3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"15ZYKN3","10.0 (22631)","Windows 11 Enterprise","7/12/2025 0:03:21","20/6/2022 16:24:24","True","CN=15ZYKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"DMCYKN3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 9:23:16","6/7/2022 11:35:50","True","CN=DMCYKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"5JMGC54","10.0 (26100)","Windows 11 Enterprise","12/1/2026 9:59:21","9/7/2025 10:33:18","True","CN=5JMGC54,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"BH1SXF4","10.0 (26100)","Windows 11 Enterprise","8/1/2026 9:06:37","24/11/2025 17:05:32","True","CN=BH1SXF4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"23QYLD4","10.0 (26100)","Windows 11 Enterprise","9/1/2026 23:34:42","16/10/2025 11:03:59","True","CN=23QYLD4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"73F0RV3","10.0 (22631)","Windows 11 Enterprise","7/1/2026 16:49:03","4/10/2023 17:48:47","True","CN=73F0RV3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"B2GYV64","10.0 (22631)","Windows 11 Enterprise","8/1/2026 7:24:54","6/1/2025 14:20:22","True","CN=B2GYV64,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"7XPYLD4","10.0 (26100)","Windows 11 Enterprise","9/1/2026 11:32:26","20/10/2025 9:37:55","True","CN=7XPYLD4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"2ZDLTQ3","10.0 (22631)","Windows 11 Enterprise","22/12/2025 10:00:23","24/4/2025 14:18:57","False","CN=2ZDLTQ3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"8WFW1T3","10.0 (26100)","Windows 11 企業版","12/1/2026 9:02:04","19/8/2025 13:40:01","True","CN=8WFW1T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"12TDTQ3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 8:52:03","12/12/2023 9:31:39","True","CN=12TDTQ3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"31Q1QV3","10.0 (22631)","Windows 11 Enterprise","7/1/2026 14:16:06","29/11/2023 15:21:43","True","CN=31Q1QV3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
"HKKWN200","6TJYLD4","10.0 (26100)","Windows 11 Enterprise","12/1/2026 9:47:39","20/10/2025 14:41:07","True","CN=6TJYLD4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"J2GHHW3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 10:58:29","4/4/2023 15:02:55","True","CN=J2GHHW3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"C8GGC54","10.0 (22631)","Windows 11 Enterprise","12/1/2026 9:07:14","25/3/2025 11:15:24","True","CN=C8GGC54,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"H8KSRV3","10.0 (22631)","Windows 11 Enterprise","3/11/2025 9:47:25","18/6/2024 9:48:07","False","CN=H8KSRV3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"BVJYLD4","10.0 (26100)","Windows 11 Enterprise","12/1/2026 9:28:30","20/10/2025 14:42:13","True","CN=BVJYLD4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"BZP5LN3","10.0 (22631)","Windows 11 Enterprise","17/12/2025 16:19:25","12/4/2022 16:10:07","True","CN=BZP5LN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"712M3T3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 10:47:02","5/9/2023 9:04:04","True","CN=712M3T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"74KYKN3","10.0 (22631)","Windows 11 Enterprise","14/1/2026 18:33:15","18/6/2024 9:48:14","True","CN=74KYKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"CDBJSV3","10.0 (26100)","Windows 11 Enterprise","8/1/2026 11:16:36","28/12/2023 10:45:21","True","CN=CDBJSV3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"4P71ZC4","10.0 (26200)","Windows 11 Enterprise","6/1/2026 18:53:47","8/10/2025 14:46:28","True","CN=4P71ZC4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"5H0R3T3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 11:00:37","24/5/2023 16:41:58","True","CN=5H0R3T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"BFZM2T3","10.0 (22631)","Windows 11 Enterprise","9/1/2026 9:59:39","15/3/2023 11:44:36","True","CN=BFZM2T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"3JRKKN3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 9:14:24","7/11/2022 9:37:50","True","CN=3JRKKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"90QDK34","10.0 (26100)","Windows 11 Enterprise","6/1/2026 9:59:19","24/10/2025 16:40:03","True","CN=90QDK34,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"7LJQKN3","10.0 (22631)","Windows 11 Enterprise","9/1/2026 14:11:09","31/1/2023 10:00:04","True","CN=7LJQKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"B3GYV64","10.0 (26100)","Windows 11 Enterprise","13/1/2026 8:35:59","25/6/2025 12:10:17","True","CN=B3GYV64,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"5QZYKN3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 14:46:59","6/2/2025 9:59:32","True","CN=5QZYKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"CYPYLD4","10.0 (26100)","Windows 11 Enterprise","6/1/2026 17:04:16","17/10/2025 11:21:59","True","CN=CYPYLD4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"JYPYLD4","10.0 (26100)","Windows 11 Enterprise","8/1/2026 8:11:48","20/10/2025 14:42:37","True","CN=JYPYLD4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"3CV71F3","10.0 (22631)","Windows 11 Enterprise","11/1/2026 3:57:08","26/11/2021 15:36:27","True","CN=3CV71F3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"GFX0WB4","10.0 (26100)","Windows 11 Enterprise","12/1/2026 8:59:41","22/9/2025 12:08:40","True","CN=GFX0WB4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"B14MTQ3","10.0 (22631)","Windows 11 Enterprise","13/1/2026 8:13:26","7/11/2024 12:04:25","True","CN=B14MTQ3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"GCZYKN3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 9:08:22","19/9/2024 12:49:59","True","CN=GCZYKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"BX2DTQ3","10.0 (22631)","Windows 11 Enterprise","7/1/2026 17:47:42","11/8/2022 15:21:23","True","CN=BX2DTQ3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"8N10LN3","10.0 (22631)","Windows 11 Enterprise","6/1/2026 10:35:41","7/11/2022 10:35:48","True","CN=8N10LN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"1HBJSV3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:33:03","28/12/2023 10:49:14","True","CN=1HBJSV3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"HDY8LR3","10.0 (26100)","Windows 11 Enterprise","18/11/2025 9:25:03","8/7/2025 17:09:50","True","CN=HDY8LR3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"715TBC4","10.0 (26200)","Windows 11 Enterprise","15/1/2026 9:20:28","22/12/2025 15:29:57","True","CN=715TBC4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"DL3Y724","10.0 (26100)","Windows 11 Enterprise","7/1/2026 11:37:51","22/8/2025 12:05:16","True","CN=DL3Y724,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"43GYV64","10.0 (26100)","Windows 11 Enterprise","5/1/2026 8:46:13","25/2/2025 10:42:53","True","CN=43GYV64,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"CCS2VF4","10.0 (26100)","Windows 11 Enterprise","13/1/2026 10:47:59","12/11/2025 11:09:44","True","CN=CCS2VF4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"B24MTQ3","10.0 (26100)","Windows 11 Enterprise","12/1/2026 13:28:26","11/8/2022 15:24:17","True","CN=B24MTQ3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"F3X4SV3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 15:54:34","20/6/2023 15:19:30","True","CN=F3X4SV3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"8PTJC54","10.0 (22631)","Windows 11 Enterprise","28/10/2025 10:16:27","28/3/2025 13:43:42","True","CN=8PTJC54,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"7R3Y724","10.0 (22631)","Windows 11 Enterprise","12/1/2026 9:03:14","21/6/2024 11:13:40","True","CN=7R3Y724,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"B2Z61F3","10.0 (22631)","Windows 11 Enterprise","14/10/2025 19:14:20","19/9/2022 11:09:10","True","CN=B2Z61F3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"CP71ZC4","10.0 (26200)","Windows 11 Enterprise","6/1/2026 17:48:35","26/9/2025 13:56:32","True","CN=CP71ZC4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"1K1SXF4","10.0 (26100)","Windows 11 Enterprise","12/1/2026 8:34:58","27/11/2025 11:16:38","True","CN=1K1SXF4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"4HDLKN3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 17:11:49","2/12/2022 10:28:30","True","CN=4HDLKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"GFH0LN3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:36:33","14/12/2022 9:18:30","True","CN=GFH0LN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"98G31T3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 9:07:15","21/2/2023 15:21:47","True","CN=98G31T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"9KQQ3T3","10.0 (22631)","Windows 11 Enterprise","10/1/2026 16:52:54","1/8/2024 10:51:12","True","CN=9KQQ3T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"4S0F9Y3","10.0 (22631)","Windows 11 Enterprise","9/1/2026 8:32:50","18/7/2023 10:26:34","True","CN=4S0F9Y3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"HFM62T3","10.0 (26100)","Windows 11 Enterprise","24/12/2025 8:13:17","20/5/2025 16:11:15","True","CN=HFM62T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
