"extensionAttribute9","sAMAccountName","mail","cn","managedBy","description","displayName","groupType","whenCreated"
"HKKWN200","ASIA-HKG-2537916A","ASIA-HKG-2537916A@wsp.com","ASIA-HKG-2537916A","CN=Yau\, Paul (yau.paul),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","ASIA-HKG-2537916A","ASIA-HKG-2537916A","8","6/12/2017 17:20:16"
"HKKWN200","pb-2503275A","pb-2503275A@pbworld.com","pb-2503275A","CN=Lee\, Anson (lee.anson),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"pb-2503275A","8","5/10/2012 9:19:02"
"HKKWN200","PMMCHKOStaff","PMMCHKOStaff@wsp.com","PMMCHKOStaff","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","Would you please internal and External senders able to receive and send mail.
Ownership Control is Rebecca.Chang@wsp.com for add and delete member. Thanks!","PMMCHKOStaff","8","11/8/2023 10:00:00"
"HKKWN200","HK - Project - WH50290A - BS (HKHA SS Areas 4&30)","WSPWH50290ABS@wsp.com","HK - Project - WH50290A - BS (HKHA SS Areas 4&30 Site2)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","HK - Project - WH50290A - BS (HKHA SS Areas 4&30)","HK - Project - WH50290A - BS (HKHA SS Areas 4&30)","8","16/3/2020 17:18:13"
"HKKWN200","GRP-HK-2502562A_269_QueensRoad","GRP-HK-2502562A_269_QueensRoad@wsp.com","GRP-HK-2502562A_269_QueensRoad",,"SCTASK0031019","GRP-HK-2502562A_269_QueensRoad","8","26/8/2022 16:05:00"
"HKKWN200","WSP-CNSH-FC-WP63072A(WUHAN IC COMMERCIAL CENTER)","WSP-CNSH-FC-WP63072A@wsp.com","WSP-CNSH-FC-WP63072A(WUHAN IC COMMERCIAL CENTER)",,"WSP-CNSH-FC-WP63072A(WUHAN IC COMMERCIAL CENTER)","WSP-CNSH-FC-WP63072A(WUHAN IC COMMERCIAL CENTER)","8","9/4/2018 11:24:43"
"HKKWN200","ASIA-HKG-2512164A-NEX1065","ASIA-HKG-2512164A-NEX1065@pbworld.com","ASIA-HKG-2512164A-NEX1065",,"ASIA-HKG-2512164A-NEX1065","ASIA-HKG-2512164A-NEX1065","8","7/4/2017 14:51:09"
"HKKWN200","Team-E2","Team-E2@wsp.com","Team-E2",,"Team-E2","Team-E2","8","25/6/2020 12:40:25"
"HKKWN200","HK - Project - WH50295A - BS (Data Ctr On Chuen St)","wspWH50295Abs@wsp.com","HK - Project - WH50295A - BS (Data Ctr On Chuen St)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","HK - Project - WH50295A - BS (Data Ctr On Chuen St)","HK - Project - WH50295A - BS  (Data Ctr On Chuen St)","8","3/8/2020 12:08:30"
"HKKWN200","BJCNCC_PH2","MEPWSP-CNCC2@wsp.com","BJCNCC_PH2","CN=Kwok\, Danil (kwok.danil),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","BJCNCC_PH2","BJCNCC_PH2","8","2/10/2018 15:56:44"
"HKKWN200","MTRC1501_Design_Disciplines","MTRC1501_Design_Disciplines@wsp.com","MTRC1501_Design_Disciplines","CN=Yeung\, Joyce (Joyce.Yeung),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"MTRC1501_Design_Disciplines","8","28/9/2023 16:18:02"
"HKKWN200","HK - Project - J2886 - CS(KT_SOU)","WSPJ2886CSKT_SOU@WSPGroup.com.hk","HK - Project - J2886 - CS(KT_SOU)",,,"HK - Project - J2886 - CS(KT_SOU)","8","21/10/2016 19:09:04"
"HKKWN200","HK - Project - J2624 - EM - BOH","WSPJ2624EMBOH@WSPGroup.com.hk","HK - Project - J2624 - EM - BOH",,,"HK - Project - J2624 - EM - BOH","8","21/10/2016 19:07:01"
"HKKWN200","CN - Project - J20887 - FC - 002(Binhu Hengli Centre)","WSPJ20887FC002@WSPGroup.com.cn","CN - Project - J20887 - FC - 002(Binhu Hengli Centre)",,,"CN - Project - J20887 - FC - 002(Binhu Hengli Centre)","8","21/10/2016 18:58:54"
"HKKWN200","EMSD-6FReno-PM","EMSD-6FReno-PM@wsp.com","EMSD-6FReno-PM","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","EMSD-6FReno-PM","EMSD-6FReno-PM","8","15/3/2019 17:27:21"
"HKKWN200","WSP-HKJC-EA2023","WSP-HKJC-EA2023@wsp.com","WSP-HKJC-EA2023","CN=Chong\, Vivian (chong.vivian),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-HKJC-EA2023","8","14/3/2023 17:00:05"
"HKKWN200","Asia-HKG-AMC BSC for DLN","Asia-HKG-AMC_BSC_for_DLN@pbworld.com","Asia-HKG-AMC BSC for DLN",,"Asia-HKG-AMC BSC for DLN","Asia-HKG-AMC BSC for DLN","8","28/2/2017 11:13:54"
"HKKWN200","WSP-MEP-DC","WSP-MEP-DC@wsp.com","WSP-MEP-DC","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-MEP-DC","8","24/2/2020 9:49:25"
"HKKWN200","Asia-Unit-Managers","Asia-Unit-Managers@pbworld.com","Asia-Unit-Managers",,,"Asia-Unit-Managers","8","6/11/2013 11:24:09"
"HKKWN200","WSP-MEP-HMB-TYPHOONSR","WSP-MEP-HMB-TYPHOONSR@wsp.com","WSP-MEP-HMB-TYPHOONSR","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","Would you please internal and External senders able to receive and send mail.
Ownership Control is Rebecca.Chang@wsp.com for add and delete member. Thanks!","WSP-MEP-HMB-TYPHOONSR","8","15/8/2023 13:43:48"
"HKKWN200","ORRC-P2","ORRC-P2@wsp.com","ORRC-P2",,"ORRC-P2","ORRC-P2","8","6/8/2019 15:35:26"
"HKKWN200","HK - Project - WH50330A - BS (Ngau Tam Mei)","WSPWH50330ABS@wsp.com","HK - Project - WH50330A - BS (Ngau Tam Mei)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - WH50330A - BS (Ngau Tam Mei)","8","14/7/2022 14:19:28"
"HKKWN200","HK - Project - J2718 - EM","WSPJ2718EM@WSPGroup.com.hk","HK - Project - J2718 - EM","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J2718 - EM","8","21/10/2016 19:07:39"
"HKKWN200","GRP-2512250A","GRP-2512250A@wsp.com","GRP-2512250A",,"Hi Team, allow external and internal user to send email to this group","GRP-2512250A","8","3/5/2023 16:44:21"
"HKKWN200","CN - Project - J21025 - FC(Kingwai City)","WSPJ21025FC@WSPGroup.com.cn","CN - Project - J21025 - FC(Kingwai City)",,,"CN - Project - J21025 - FC(Kingwai City)","8","21/10/2016 18:59:43"
"HKKWN200","CN - Project - J21342 - EZ(Fuxing PMC)","WSPJ21342EZ@WSPGroup.com.cn","CN - Project - J21342 - EZ(Fuxing PMC)","CN=Cai\, Vstar (Vstar.Cai),OU=Active,OU=Users,OU=CN,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"CN - Project - J21342 - EZ(Fuxing PMC)","8","21/10/2016 19:01:01"
"HKKWN200","HK - Project - WH50292A - BS(UOWHK OP)","wspWH50292ABS@wsp.com","HK - Project - WH50292A - BS(UOWHK OP)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","HK - Project - WH50292A - BS(UOWHK OP)","HK - Project - WH50292A - BS(UOWHK OP)","8","4/5/2020 18:33:01"
,"HK-PnB-MEPH-BM","HK-PnB-MEPH-BM@wsp.com","HK-PnB-MEPH-BM","CN=Lau\, Oswald (lau.oswald),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK-PnB-MEPH-BM","8","7/1/2025 15:52:20"
"HKKWN200","WSP-BS-HMT","WSP-BS-HMT@pbworld.com","WSP-BS-HMT","CN=Tin\, Cecilia (tin.cecilia),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","WSP-BS-HMT","WSP-BS-HMT","8","12/7/2017 17:23:48"
"HKKWN200","WSP-MEP-CMIHK2DC-1-1269830595","WSP-MEP-CMIHK2DC@wsp.com","WSP-MEP-CMIHK2DC","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-MEP-CMIHK2DC","8","20/11/2020 14:32:56"
"HKKWN200","CN - Project - J20514 - FC - 001(Magnolia Plaza)","WSPJ20541FC001@WSPGroup.com.hk","CN - Project - J20514 - FC - 001(Magnolia Plaza)",,,"CN - Project - J20514 - FC - 001(Magnolia Plaza)","8","21/10/2016 18:57:21"
"HKKWN200","CN - Project - J21214 - FC(Evergrande Ctrl Sq)","WSPJ21214FC@WSPGroup.com.cn","CN - Project - J21214 - FC(Evergrande Ctrl Sq)",,,"CN - Project - J21214 - FC(Evergrande Ctrl Sq)","8","21/10/2016 19:00:26"
"HKKWN200","HK - Project - WH50219A(46 Tsun Yip St.)","WH50219A@wspgroup.com.hk","HK - Project - WH50219A(46 Tsun Yip St.)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - WH50219A(46 Tsun Yip St.)","8","21/10/2016 19:13:30"
"HKKWN200","HKMEP2 - PM Group","HKMEP2-PM-Group@wsp.com","HKMEP2 - PM Group",,"HKMEP2 - PM Group","HKMEP2 - PM Group","8","18/6/2020 21:25:36"
,"HK-PnB-MEPB-BM","HK-PnB-MEPB-BM@wsp.com","HK-PnB-MEPB-BM","CN=Lau\, Oswald (lau.oswald),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK-PnB-MEPB-BM","8","7/1/2025 15:52:42"
"HKKWN200","ASQ-HK-working-team","ASQ-HK-working-team@pbworld.com","ASQ-HK-working-team","CN=Tsai\, Cary (tsai.cary),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","ASQ-HK-working-team","ASQ-HK-working-team","8","12/7/2016 11:55:17"
"HKKWN200","CN - Project - J20781 - EM(Zhejiang Hailide)","WSPJ20781EM@WSPGroup.com.cn","CN - Project - J20781 - EM(Zhejiang Hailide)",,,"CN - Project - J20781 - EM(Zhejiang Hailide)","8","21/10/2016 18:58:31"
"HKKWN200","CN - Project - J21056 - FC(Lot S8)","WSPJ21056FC@WSPGroup.com.cn","CN - Project - J21056 - FC(Lot S8)",,,"CN - Project - J21056 - FC(Lot S8)","8","21/10/2016 18:59:51"
"HKKWN200","HK - Project - J3108 - EM(324-330A Lockhart Rd.)","WSPJ3108EM@WSPGroup.com.hk","HK - Project - J3108 - EM(324-330A Lockhart Rd.)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J3108 - EM(324-330A Lockhart Rd.)","8","21/10/2016 19:11:14"
"HKKWN200","WSP-BS-HASSC","WSP-BS-HASSC@wsp.com","WSP-BS-HASSC","CN=Tin\, Cecilia (tin.cecilia),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","WSP-BS-HASSC","WSP-BS-HASSC","8","1/4/2020 22:41:59"
"HKKWN200","HK - Project - WH50253A - BS(8 Wu Kai Sha Road)","wspWH50253ABS@wsp.com","HK - Project - WH50253A - BS(8 Wu Kai Sha Road)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","HK - Project - WH50253A - BS(8 Wu Kai Sha Road)","HK - Project - WH50253A - BS(8 Wu Kai Sha Road)","8","23/3/2018 9:25:54"
"HKKWN200","HK MEP 1D - P2","HK_MEP_1D-P2@wsp.com","HK MEP 1D - P2","CN=Chong\, Vivian (chong.vivian),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","HK MEP 1D - P2","HK MEP 1D - P2","8","3/6/2020 21:24:56"
"HKKWN200","CN - Project - J20535 - EZ - 020 (HK Festival Walk)","WSPJ20535EZ020@WSPGroup.com.cn","CN - Project - J20535 - EZ - 020 (HK Festival Walk)",,,"CN - Project - J20535 - EZ - 020  (HK Festival Walk)","8","21/10/2016 18:57:26"
"HKKWN200","CN - Project - WP66511A","WP66511A@wspgroup.com.cn","CN - Project - WP66511A","CN=Cai\, Vstar (Vstar.Cai),OU=Active,OU=Users,OU=CN,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"CN - Project - WP66511A","8","21/10/2016 19:02:05"
"HKKWN200","HK - Project - J2134 - EM - HKSI","WSPJ2134EM@WSPGroup.com.hk","HK - Project - J2134 - EM - HKSI",,,"HK - Project - J2134 - EM - HKSI","8","21/10/2016 19:04:28"
"HKKWN200","Wsp-boulud","Wsp-boulud@wsp.com","Wsp-boulud","CN=Chong\, Vivian (chong.vivian),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"Wsp-boulud","8","24/4/2025 16:46:31"
"HKKWN200","Asia-HKG-2520135A","Asia-HKG-2520135A@pbworld.com","Asia-HKG-2520135A","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"Asia-HKG-2520135A","8","7/10/2013 11:46:36"
"HKKWN200","2512149a-ce2","2512149a-ce2@wsp.com","2512149a-ce2",,"2512149a-ce2","2512149a-ce2","8","4/6/2018 10:51:18"
"HKKWN200","CN - Project - J20565 - EZ (Tencent Shenzhen)","WSPJ20565EZ@WSPGroup.com.cn","CN - Project - J20565 - EZ (Tencent Shenzhen)",,,"CN - Project - J20565 - EZ (Tencent Shenzhen)","8","21/10/2016 18:57:32"
"HKKWN200","CN - Project - J21137 - FC(Hechang TC)","WSPJ21137FC@WSPGroup.com.cn","CN - Project - J21137 - FC(Hechang TC)",,,"CN - Project - J21137 - FC(Hechang TC)","8","21/10/2016 19:00:11"
"HKKWN200","HK - Project - J3007 - EM(TKT Police Station)","WSPJ3007EM@WSPGroup.com.hk","HK - Project - J3007 - EM(TKT Police Station)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J3007 - EM(TKT Police Station)","8","21/10/2016 19:10:38"
"HKKWN200","hkg-2512197A-NTE","hkg-2512197A-NTE@wsp.com","hkg-2512197A-NTE",,"hkg-2512197A-NTE","hkg-2512197A-NTE","8","21/2/2020 9:35:47"
"HKKWN200","WSP-BS-CDG","WSP-BS-CDG@wsp.com","WSP-BS-CDG","CN=Tin\, Cecilia (tin.cecilia),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","WSP-BS-CDG","WSP-BS-CDG","8","17/9/2020 10:48:03"
"HKKWN200","HK - Project - J2737 - EM (TKO - Area 85 Design Coordination)","WSPJ2737EM@WSPGroup.com.hk","HK - Project - J2737 - EM (TKO - Area 85 Design Coordination)",,,"HK - Project - J2737 - EM (TKO - Area 85 Design Coordination)","8","21/10/2016 19:07:47"
"HKKWN200","CN - Project - J21062 - EZ(Baoneng GFC)","WSPJ21062EZ@WSPGroup.com.cn","CN - Project - J21062 - EZ(Baoneng GFC)","CN=Cai\, Vstar (Vstar.Cai),OU=Active,OU=Users,OU=CN,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"CN - Project - J21062 - EZ(Baoneng GFC)","8","21/10/2016 18:59:52"
"HKKWN200","2536723A","2536723A@wsp.com","2536723A","CN=Chan\, George (chan.george),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","CINGLEOT LOGISTICS CTR","2536723A","8","15/2/2019 11:58:17"
"HKKWN200","CN-ProjectDWQ-Bid","CN-ProjectDWQ-Bid@wsp.com","CN-ProjectDWQ-Bid","CN=Ng\, Jeff (Jeff.Ng),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","SCTASK0328055","CN-ProjectDWQ-Bid","8","15/3/2023 10:09:25"
"HKKWN200","WSP-STR-HKHA-PakTin12","WSP-STR-HKHA-PakTin12@wsp.com","WSP-STR-HKHA-PakTin12","CN=Ho\, Kammy (HKKH737707),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-STR-HKHA-PakTin12","8","31/8/2023 9:29:31"
,"WSPFAC-SH-STAFF","WSPFAC-SH-STAFF@wsp.com","WSPFAC-SH-STAFF","CN=Tsai\, Cary (tsai.cary),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","SCTASK0462326","WSPFAC SH STAFF","-2147483640","14/6/2023 15:20:34"
"HKKWN200","Team-M3","Team-M3@wsp.com","Team-M3",,"Team-M3","Team-M3","8","25/6/2020 12:50:12"
"HKKWN200","ASIA-HKG-HKJC","ASIA-HKG-HKJC@pbworld.com","ASIA-HKG-HKJC","CN=Tin\, Cecilia (tin.cecilia),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","ASIA-HKG-HKJC","ASIA-HKG-HKJC","8","8/1/2016 15:43:50"
"HKKWN200","WSP-MEP-HKCPX","WSP-MEP-HKCPX@wsp.com","WSP-MEP-HKCPX","CN=Chung\, Dave (chung.dave),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","WSP-MEP-HKCPX","WSP-MEP-HKCPX","8","25/9/2020 9:12:51"
"HKKWN200","WSP-PGIM-Travelodge","WSP-PGIM-Travelodge@wsp.com","WSP-PGIM-Travelodge","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","SCTASK0107735","WSP-PGIM-Travelodge","8","11/10/2022 13:22:16"
"HKKWN200","HK - Project - J2431 - EM","WSPJ2431EM@WSPGroup.com.hk","HK - Project - J2431 - EM",,,"HK - Project - J2431 - EM","8","21/10/2016 19:05:33"
"HKKWN200","HK - Project - J3203 - EM(Nina-10F Htl Off.)","WSPJ3203EM@WSPGroup.com.hk","HK - Project - J3203 - EM(Nina-10F Htl Off.)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J3203 - EM(Nina-10F Htl Off.)","8","21/10/2016 19:12:20"
"HKKWN200","HK - Project - J2609 - CS - 007","HK-Project-J2609-CS-007@WSPGroup.com","HK - Project - J2609 - CS - 007",,,"HK - Project - J2609 - CS - 007","8","21/10/2016 19:06:44"
"HKKWN200","CN - Project - J20675 - EM(MEPFP TJYJP(Plot37))","WSPJ20675EM-Plot37@WSPGroup.com.cn","CN - Project - J20675 - EM(MEPFP TJYJP(Plot37))",,,"CN - Project - J20675 - EM(MEPFP TJYJP(Plot37))","8","21/10/2016 18:58:04"
"HKKWN200","WSP-Shells","WSP-Shells@wsp.com","WSP-Shells","CN=Chong\, Vivian (chong.vivian),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","Please add:
Eric.Lee@wsp.com
Matthew.Ng@wsp.com
Ivan.Leung@wsp.com
Alex.ys.ng@wsp.com 
Andrew.Wong1@wsp.com
bill.chan@wsp.com
Raymond.Wong@wsp.com

Please give the access right to the members of email group to receive and send email for both internal and external parties.","WSP-Shells","8","9/1/2023 17:59:20"
"HKKWN200","Asia-HR","Asia-HR@pbworld.com","Asia-HR",,,"Asia-HR","8","5/11/2013 15:18:21"
"HKKWN200","WSPSTR-BJSH-STAFF","WSPSTR-BJSH-STAFF@wsp.com","WSPSTR-BJSH-STAFF","CN=Tsai\, Cary (tsai.cary),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","SCTASK0462359","WSPSTR BJSH STAFF","8","14/6/2023 15:24:43"
"HKKWN200","WSP-BS-VEC","WSP-BS-VEC@wsp.com","WSP-BS-VEC","CN=Tin\, Cecilia (tin.cecilia),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","WSP-BS-VEC","WSP-BS-VEC","8","12/11/2015 16:16:19"
,"CWB_ENV","CWB_ENV@wsp.com","CWB_ENV","CN=Ng\, Fred (HKFN735629),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"CWB_ENV","8","14/4/2025 18:06:05"
"HKKWN200","HK - Project - J2559 - EM - 002","HK-Project-J2559-EM-002@WSPGroup.com","HK - Project - J2559 - EM - 002",,,"HK - Project - J2559 - EM - 002","8","21/10/2016 19:06:30"
"HKKWN200","HK - Project - WH50218A(HKHA-TP9)","WH50218ATP9@wspgroup.com.hk","HK - Project - WH50218A(HKHA-TP9)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - WH50218A(HKHA-TP9)","8","21/10/2016 19:13:28"
"HKKWN200","HK - Project - J3053 - EM(TYST)","WSPJ3053EM@WSPGroup.com.hk","HK - Project - J3053 - EM(TYST)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J3053 - EM(TYST)","8","21/10/2016 19:10:55"
"HKKWN200","HK - Project - J3204 - EM(ASD 9AC129)","WSPJ3204EM@WSPGroup.com.hk","HK - Project - J3204 - EM(ASD 9AC129)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J3204 - EM(ASD 9AC129)","8","21/10/2016 19:12:21"
"HKKWN200","PB India Staff","PBIndiaStaff@pbworld.com","PB India Staff",,,"PB India Staff","8","3/1/2012 12:53:11"
"HKKWN200","GRP-HK-WSP-HKU-SSR","WSP-HKU-SSR@wsp.com","GRP-HK-WSP-HKU-SSR",,"GRP-HK-WSP-HKU-SSR","GRP-HK-WSP-HKU-SSR","8","1/2/2018 9:00:55"
"HKKwn200","HK - Project - WH50360A - BS (HKSI Table Tennis Hall)","WH50360ABS@wsp.com","HK - Project - WH50360A - BS (HKSI Table Tennis Hall)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - WH50360A - BS (HKSI Table Tennis Hall)","8","30/10/2024 17:15:28"
"HKKWN200","WSPSTR-SZ-STAFF","WSPSTR-SZ-STAFF@wsp.com","WSPSTR-SZ-STAFF","CN=Tsai\, Cary (tsai.cary),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","SCTASK0462393","WSPSTR SZ STAFF","8","14/6/2023 15:28:29"
"HKKWN200","WSP-STR-KTN12","WSP-STR-KTN12@wsp.com","WSP-STR-KTN12","CN=Ho\, Kammy (HKKH737707),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-STR-KTN12","8","1/11/2024 14:12:21"
"HKKWN200","HK - Meeting Rooms Booking Admin","HK-MeetingRoomsBookingAdmin@WSPGroup.com","HK - Meeting Rooms Booking Admin",,,"HK - Meeting Rooms Booking Admin","8","21/10/2016 19:03:59"
"HKKWN200","CN - Project - J20655 - EZ (Nanshan Super highrise)","WSPJ20655EZ@WSPGroup.com.cn","CN - Project - J20655 - EZ (Nanshan Super highrise)",,,"CN - Project - J20655 - EZ (Nanshan Super highrise)","8","21/10/2016 18:57:51"
"HKKWN200","CN - Project - J20973 - CS(Fortune Global)","WSPJ20973CS@WSPGroup.com.cn","CN - Project - J20973 - CS(Fortune Global)",,,"CN - Project - J20973 - CS(Fortune Global)","8","21/10/2016 18:59:26"
"HKKWN200","HK - Project - J2531 - EM","WSPJ2531EM@WSPGroup.com.hk","HK - Project - J2531 - EM","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J2531 - EM","8","21/10/2016 19:06:24"
"HKKWN200","CN - Project - WP62088A - BS","WSPWP62088ABS@wspgroup.com.cn","CN - Project - WP62088A - BS",,"CN - Project - WP62088A - BS(SHENYANG MARRIOTT APARTMENT)","CN - Project - WP62088A - BS","8","20/12/2016 16:55:33"
"HKKWN200","PB Power HKG_ All Staff","PBPowerHKG_AllStaff@pbworld.com","PB Power HKG, All Staff",,,"PB Power HKG, All Staff","8","25/7/2007 12:11:37"
"HKKWN200","Asia-South Beach_ Singapore","Asia-SouthBeach_Singapore@pbworld.com","Asia-South Beach, Singapore","CN=Tang\, Hung-Tim (tang.ht),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"Asia-South Beach, Singapore","2","25/3/2008 15:19:34"
"HKKWN200","Asia-HKG-Wuhan-Greenland-Centre","Asia-HKG-Wuhan-Greenland-Centre@pbworld.com","Asia-HKG-Wuhan-Greenland-Centre","CN=Lam\, Herbert (lam.herbert),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"Asia-HKG-Wuhan-Greenland-Centre","8","19/4/2011 11:52:21"
"HKKWN200","WSP-STR-RGZ","WSP-STR-RGZ@wsp.com","WSP-STR-RGZ",,"WSP-STR-RGZ","WSP-STR-RGZ","8","8/4/2020 5:02:48"
"HKKWN200","HK - Project - WH50366A - BS (HKHA-Hung Shui Kui 4-3 & 4-6)","WSPWH50366ABS@wsp.com","HK - Project - WH50366A - BS (HKHA-Hung Shui Kui 4-3 & 4-6)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - WH50366A - BS (HKHA-Hung Shui Kui 4-3 & 4-6)","8","30/10/2024 17:15:39"
"HKKWN200","EQS-STR","EQS-STR@wsp.com","EQS-STR",,"EQS-STR","EQS-STR","8","7/6/2020 21:06:31"
"HKKWN200","asia-hkg-2512146a-ce72","asia-hkg-2512146a-ce72@wsp.com","asia-hkg-2512146a-ce72","CN=Chiu\, Carol (Carol.Chiu),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","asia-hkg-2512146a-ce72","asia-hkg-2512146a-ce72","8","4/6/2018 14:51:22"
"HKKWN200","HK - Project - WH50296A - BS (Data Ctr On Kui St)","wspWH50296Abs@wsp.com","HK - Project - WH50296A - BS (Data Ctr On Kui St)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","HK - Project - WH50296A - BS (Data Ctr On Kui St)","HK - Project - WH50296A - BS (Data Ctr On Kui St)","8","3/8/2020 12:11:46"
